,protoform,DoT,DoS,DoS2
48,"Among all inf_high records, minority are BN_low",0.8635058832673628,0.23858520900321542,0.23858520900321542
49,"Among all inf_high records, minority are BN_medium",1.0,0.3067524115755627,0.3067524115755627
50,"Among all inf_high records, minority are BN_high",0.48335883442444605,0.307395498392283,0.307395498392283
51,"Among all BN_low records, minority are IT_years_low",0.6694664031511635,0.24244372990353696,0.24244372990353696
52,"Among all BN_low records, minority are IT_years_medium",1.0,0.2662379421221865,0.2662379421221865
53,"Among all BN_low records, minority are IT_years_high",0.41501976282511566,0.27459807073954984,0.27459807073954984
54,"Among all BN_low records, minority are inf_low",0.2709889700426077,0.267524115755627,0.267524115755627
55,"Among all BN_low records, minority are inf_medium",1.0,0.2463022508038585,0.2463022508038585
56,"Among all BN_low records, minority are inf_high",0.9076416336981848,0.23858520900321542,0.23858520900321542
57,"Among all BN_medium records, minority are IT_years_low",0.6081081080665929,0.312540192926045,0.312540192926045
58,"Among all BN_medium records, minority are IT_years_medium",0.9533169532478836,0.32668810289389066,0.32668810289389066
59,"Among all BN_medium records, minority are IT_years_high",0.4545454545185526,0.31511254019292606,0.31511254019292606
60,"Among all BN_medium records, minority are inf_low",0.6841980009037718,0.29839228295819936,0.29839228295819936
61,"Among all BN_medium records, minority are inf_medium",0.7132806770646769,0.30032154340836015,0.30032154340836015
62,"Among all BN_medium records, minority are inf_high",0.7027846027352933,0.3067524115755627,0.3067524115755627
63,"Among all BN_high records, minority are IT_years_low",0.45850409835294703,0.3202572347266881,0.3202572347266881
64,"Among all BN_high records, minority are IT_years_medium",0.6244877049033513,0.34019292604501605,0.34019292604501605
65,"Among all BN_high records, minority are IT_years_high",1.0,0.29839228295819936,0.29839228295819936
66,"Among all BN_high records, minority are inf_low",0.88141575828935,0.2765273311897106,0.2765273311897106
67,"Among all BN_high records, minority are inf_medium",0.8300743140532815,0.30418006430868166,0.30418006430868166
68,"Among all BN_high records, minority are inf_high",0.4653688524485422,0.307395498392283,0.307395498392283
69,"Among all IT_years_low records, minority are inf_low and BN_low",1.0,0.19421221864951768,0.19421221864951768
70,"Among all IT_years_low records, minority are inf_low and BN_medium",1.0,0.19421221864951768,0.19421221864951768
71,"Among all IT_years_low records, minority are inf_low and BN_high",1.0,0.19421221864951768,0.19421221864951768
72,"Among all IT_years_medium records, minority are inf_low and BN_low",1.0,0.26688102893890675,0.26688102893890675
73,"Among all IT_years_medium records, minority are inf_low and BN_medium",1.0,0.26688102893890675,0.26688102893890675
74,"Among all IT_years_medium records, minority are inf_low and BN_high",1.0,0.26688102893890675,0.26688102893890675
75,"Among all IT_years_high records, minority are inf_low and BN_low",1.0,0.2945337620578778,0.2945337620578778
76,"Among all IT_years_high records, minority are inf_low and BN_medium",1.0,0.2945337620578778,0.2945337620578778
77,"Among all IT_years_high records, minority are inf_low and BN_high",1.0,0.2945337620578778,0.2945337620578778
78,"Among all IT_years_low records, minority are inf_medium and BN_low",1.0,0.22765273311897105,0.22765273311897105
79,"Among all IT_years_low records, minority are inf_medium and BN_medium",1.0,0.22765273311897105,0.22765273311897105
80,"Among all IT_years_low records, minority are inf_medium and BN_high",1.0,0.22765273311897105,0.22765273311897105
81,"Among all IT_years_medium records, minority are inf_medium and BN_low",1.0,0.24694533762057877,0.24694533762057877
82,"Among all IT_years_medium records, minority are inf_medium and BN_medium",1.0,0.24694533762057877,0.24694533762057877
83,"Among all IT_years_medium records, minority are inf_medium and BN_high",1.0,0.24694533762057877,0.24694533762057877
84,"Among all IT_years_high records, minority are inf_medium and BN_low",1.0,0.24694533762057877,0.24694533762057877
85,"Among all IT_years_high records, minority are inf_medium and BN_medium",1.0,0.24694533762057877,0.24694533762057877
86,"Among all IT_years_high records, minority are inf_medium and BN_high",1.0,0.24694533762057877,0.24694533762057877
87,"Among all IT_years_low records, minority are inf_high and BN_low",1.0,0.2887459807073955,0.2887459807073955
88,"Among all IT_years_low records, minority are inf_high and BN_medium",1.0,0.2887459807073955,0.2887459807073955
89,"Among all IT_years_low records, minority are inf_high and BN_high",1.0,0.2887459807073955,0.2887459807073955
90,"Among all IT_years_medium records, minority are inf_high and BN_low",1.0,0.2508038585209003,0.2508038585209003
91,"Among all IT_years_medium records, minority are inf_high and BN_medium",1.0,0.2508038585209003,0.2508038585209003
92,"Among all IT_years_medium records, minority are inf_high and BN_high",1.0,0.2508038585209003,0.2508038585209003
93,"Among all IT_years_high records, minority are inf_high and BN_low",1.0,0.18906752411575561,0.18906752411575561
94,"Among all IT_years_high records, minority are inf_high and BN_medium",1.0,0.18906752411575561,0.18906752411575561
95,"Among all IT_years_high records, minority are inf_high and BN_high",1.0,0.18906752411575561,0.18906752411575561
96,,0.0,0.0,0.0
97,,0.0,0.0,0.0
98,,0.0,0.0,0.0
99,,0.0,0.0,0.0
100,,0.0,0.0,0.0
101,,0.0,0.0,0.0
102,,0.0,0.0,0.0
103,,0.0,0.0,0.0
104,,0.0,0.0,0.0
105,,0.0,0.0,0.0
106,,0.0,0.0,0.0
107,,0.0,0.0,0.0
108,,0.0,0.0,0.0
109,,0.0,0.0,0.0
110,,0.0,0.0,0.0
111,,0.0,0.0,0.0
112,,0.0,0.0,0.0
113,,0.0,0.0,0.0
114,,0.0,0.0,0.0
115,,0.0,0.0,0.0
116,,0.0,0.0,0.0
117,,0.0,0.0,0.0
118,,0.0,0.0,0.0
119,,0.0,0.0,0.0
120,,0.0,0.0,0.0
121,,0.0,0.0,0.0
122,,0.0,0.0,0.0
123,,0.0,0.0,0.0
124,,0.0,0.0,0.0
125,,0.0,0.0,0.0
126,,0.0,0.0,0.0
127,,0.0,0.0,0.0
128,,0.0,0.0,0.0
129,,0.0,0.0,0.0
130,,0.0,0.0,0.0
131,,0.0,0.0,0.0
132,,0.0,0.0,0.0
133,,0.0,0.0,0.0
134,,0.0,0.0,0.0
135,,0.0,0.0,0.0
136,,0.0,0.0,0.0
137,,0.0,0.0,0.0
138,,0.0,0.0,0.0
139,,0.0,0.0,0.0
140,,0.0,0.0,0.0
141,,0.0,0.0,0.0
142,,0.0,0.0,0.0
143,,0.0,0.0,0.0
144,,0.0,0.0,0.0
145,,0.0,0.0,0.0
146,,0.0,0.0,0.0
147,,0.0,0.0,0.0
148,,0.0,0.0,0.0
149,,0.0,0.0,0.0
150,,0.0,0.0,0.0
151,,0.0,0.0,0.0
152,,0.0,0.0,0.0
153,,0.0,0.0,0.0
154,,0.0,0.0,0.0
155,,0.0,0.0,0.0
156,,0.0,0.0,0.0
157,,0.0,0.0,0.0
158,,0.0,0.0,0.0
159,,0.0,0.0,0.0
160,,0.0,0.0,0.0
161,,0.0,0.0,0.0
162,,0.0,0.0,0.0
163,,0.0,0.0,0.0
164,,0.0,0.0,0.0
165,,0.0,0.0,0.0
166,,0.0,0.0,0.0
167,,0.0,0.0,0.0
168,,0.0,0.0,0.0
169,,0.0,0.0,0.0
170,,0.0,0.0,0.0
171,,0.0,0.0,0.0
172,,0.0,0.0,0.0
173,,0.0,0.0,0.0
174,,0.0,0.0,0.0
175,,0.0,0.0,0.0
176,,0.0,0.0,0.0
177,,0.0,0.0,0.0
178,,0.0,0.0,0.0
179,,0.0,0.0,0.0
180,,0.0,0.0,0.0
181,,0.0,0.0,0.0
182,,0.0,0.0,0.0
183,,0.0,0.0,0.0
184,,0.0,0.0,0.0
185,,0.0,0.0,0.0
186,,0.0,0.0,0.0
187,,0.0,0.0,0.0
188,,0.0,0.0,0.0
189,,0.0,0.0,0.0
190,,0.0,0.0,0.0
191,,0.0,0.0,0.0
192,,0.0,0.0,0.0
193,,0.0,0.0,0.0
194,,0.0,0.0,0.0
195,,0.0,0.0,0.0
196,,0.0,0.0,0.0
197,,0.0,0.0,0.0
198,,0.0,0.0,0.0
199,,0.0,0.0,0.0
200,,0.0,0.0,0.0
201,,0.0,0.0,0.0
202,,0.0,0.0,0.0
203,,0.0,0.0,0.0
204,,0.0,0.0,0.0
205,,0.0,0.0,0.0
206,,0.0,0.0,0.0
207,,0.0,0.0,0.0
208,,0.0,0.0,0.0
209,,0.0,0.0,0.0
210,,0.0,0.0,0.0
211,,0.0,0.0,0.0
212,,0.0,0.0,0.0
213,,0.0,0.0,0.0
214,,0.0,0.0,0.0
215,,0.0,0.0,0.0
216,,0.0,0.0,0.0
217,,0.0,0.0,0.0
218,,0.0,0.0,0.0
219,,0.0,0.0,0.0
220,,0.0,0.0,0.0
221,,0.0,0.0,0.0
222,,0.0,0.0,0.0
223,,0.0,0.0,0.0
224,,0.0,0.0,0.0
225,,0.0,0.0,0.0
226,,0.0,0.0,0.0
227,,0.0,0.0,0.0
228,,0.0,0.0,0.0
229,,0.0,0.0,0.0
230,,0.0,0.0,0.0
231,,0.0,0.0,0.0
232,,0.0,0.0,0.0
233,,0.0,0.0,0.0
234,,0.0,0.0,0.0
235,,0.0,0.0,0.0
